CustomerID,CustomerName,Segment,RegionID,JoinDate,CustomerTier
C0880,Rahul Kumar,Corporate,R02,2022-06-05,Standard
C0881,Aditya Verma,Consumer,R02,2025-07-19,Silver
C0882,Ankit Patel,Consumer,R05,2024-06-05,Standard
C0883,Ananya Singh,Consumer,R01,2024-10-22,Standard
C0884,Ankit Sharma,Small Business,R01,2024-01-28,Silver
C0885,Sneha Joshi,Consumer,R06,2023-12-23,Silver
C0886,Riya Patel,Consumer,R02,2024-07-01,Gold
C0887,Arjun Malhotra,Consumer,R05,2025-08-02,Gold
C0888,Kabir Malhotra,Corporate,R02,2024-05-20,Gold
C0889,Ananya Yadav,Corporate,R01,2022-01-13,Silver
C0890,Arjun Kumar,Consumer,R03,2023-08-31,Standard
C0891,Priya Sharma,Corporate,R06,2023-05-13,Silver
C0892,Ananya Gupta,Small Business,R07,2022-08-26,Standard
C0893,Simran Verma,Consumer,R07,2025-01-22,Gold
C0894,Neha Kapoor,Consumer,R03,2025-09-23,Standard
C0895,Vihaan Malhotra,Consumer,R05,2024-02-20,Silver
C0896,Karan Yadav,Corporate,R02,2025-04-09,Standard
C0897,Rahul Kapoor,Consumer,R03,2023-08-29,Gold
C0898,Priya Malhotra,Corporate,R07,2023-10-23,Gold
C0899,Ankit Joshi,Corporate,R01,2024-04-28,Standard
C0900,Ankit Sharma,Consumer,R01,2024-07-24,Gold
C0901,Aditi Gupta,Small Business,R02,2023-09-20,Standard
C0902,Priya Kumar,Consumer,R01,2022-05-23,Silver
C0903,Arjun Gupta,Consumer,R02,2025-05-09,Gold
C0904,Ankit Kumar,Corporate,R05,2025-04-18,Standard
C0905,Ananya Singh,Corporate,R03,2023-12-15,Platinum
C0906,Ankit Kumar,Consumer,R07,2025-10-19,Standard
C0907,Karan Patel,Small Business,R06,2023-04-24,Standard
C0908,Arjun Yadav,Small Business,R03,2023-07-19,Gold
C0909,Ananya Kapoor,Consumer,R03,2023-04-16,Standard
C0910,Meera Yadav,Small Business,R03,2023-01-19,Platinum
C0911,Aditi Singh,Consumer,R05,2024-07-14,Platinum
C0912,Kabir Joshi,Consumer,R03,2023-02-21,Standard
C0913,Neha Verma,Consumer,R05,2022-11-04,Silver
C0914,Vihaan Singh,Small Business,R03,2023-10-11,Standard
C0915,Aditi Malhotra,Corporate,R05,2025-10-22,Standard
C0916,Isha Mishra,Consumer,R03,2024-10-21,Standard
C0917,Neha Mishra,Consumer,R03,2024-12-03,Standard
C0918,Riya Singh,Corporate,R08,2024-01-09,Standard
C0919,Ankit Singh,Consumer,R06,2025-01-26,Standard
C0920,Vihaan Kapoor,Small Business,R01,2025-07-12,Platinum
C0921,Aditya Singh,Corporate,R07,2022-05-20,Gold
C0922,Arjun Kumar,Consumer,R04,2025-06-14,Silver
C0923,Sneha Malhotra,Small Business,R07,2024-08-31,Silver
C0924,Sneha Mishra,Consumer,R06,2024-10-13,Gold
C0925,Isha Joshi,Small Business,R03,2024-08-10,Standard
C0926,Aditi Yadav,Corporate,R01,2024-06-22,Silver
C0927,Aditi Gupta,Corporate,R03,2022-03-13,Platinum
C0928,Vihaan Kapoor,Consumer,R05,2025-04-28,Standard
C0929,Vihaan Kapoor,Small Business,R05,2025-07-15,Silver
C0930,Meera Mehta,Consumer,R03,2025-09-06,Gold
C0931,Aarav Kumar,Consumer,R01,2022-04-17,Gold
C0932,Kabir Patel,Consumer,R07,2025-06-09,Silver
C0933,Aditya Yadav,Consumer,R08,2024-12-01,Standard
C0934,Sneha Gupta,Consumer,R04,2024-06-01,Standard
C0935,Pooja Mishra,Corporate,R02,2022-05-19,Standard
C0936,Simran Malhotra,Small Business,R03,2023-09-07,Gold
C0937,Sneha Sharma,Consumer,R01,2024-05-12,Standard
C0938,Ankit Joshi,Corporate,R07,2022-09-30,Gold
C0939,Vihaan Malhotra,Consumer,R01,2023-02-20,Standard
C0940,Ankit Sharma,Small Business,R05,2023-05-21,Standard
C0941,Kabir Mishra,Corporate,R03,2024-01-03,Standard
C0942,Vivek Malhotra,Consumer,R05,2023-02-28,Silver
C0943,Sneha Sharma,Corporate,R05,2025-12-01,Standard
C0944,Kabir Verma,Consumer,R07,2023-01-25,Standard
C0945,Pooja Sharma,Consumer,R02,2022-12-08,Silver
C0946,Rohan Mishra,Corporate,R01,2024-08-03,Standard
C0947,Sneha Joshi,Consumer,R01,2023-09-06,Standard
C0948,Rohan Mehta,Consumer,R07,2023-05-08,Gold
C0949,Kabir Yadav,Consumer,R07,2022-07-11,Silver
C0950,Karan Gupta,Corporate,R05,2023-05-14,Standard
C0951,Rohan Mishra,Consumer,R05,2024-04-01,Gold
C0952,Priya Mehta,Consumer,R05,2025-06-10,Platinum
C0953,Isha Kapoor,Corporate,R02,2022-08-15,Silver
C0954,Priya Singh,Corporate,R07,2025-10-26,Silver
C0955,Karan Patel,Consumer,R03,2022-05-19,Gold
C0956,Isha Yadav,Consumer,R03,2024-05-05,Platinum
C0957,Vivek Sharma,Consumer,R04,2024-03-27,Gold
C0958,Kabir Sharma,Consumer,R01,2025-03-18,Standard
C0959,Simran Joshi,Consumer,R02,2025-02-12,Silver
C0960,Aarav Singh,Corporate,R06,2024-12-22,Silver
C0961,Neha Joshi,Corporate,R01,2022-04-14,Standard
C0962,Pooja Malhotra,Corporate,R05,2024-05-20,Standard
C0963,Vivek Verma,Consumer,R03,2023-10-30,Gold
C0964,Arjun Malhotra,Corporate,R03,2022-09-30,Silver
C0965,Riya Kumar,Consumer,R03,2024-10-26,Standard
C0966,Aditi Kumar,Small Business,R03,2025-03-16,Silver
C0967,Rahul Kumar,Corporate,R05,2022-07-03,Standard
C0968,Arjun Verma,Consumer,R03,2024-11-17,Standard
C0969,Isha Joshi,Corporate,R05,2025-02-16,Gold
C0970,Meera Malhotra,Consumer,R04,2022-10-20,Standard
C0971,Pooja Sharma,Corporate,R05,2025-10-26,Standard
C0972,Riya Gupta,Consumer,R08,2025-06-21,Platinum
C0973,Priya Mishra,Consumer,R06,2025-05-26,Standard
C0974,Vivek Singh,Small Business,R02,2022-06-26,Standard
C0975,Rohan Yadav,Consumer,R01,2025-08-15,Platinum
C0976,Rohan Verma,Corporate,R03,2022-02-27,Silver
C0977,Aditya Mehta,Consumer,R05,2025-07-16,Silver
C0978,Sneha Yadav,Corporate,R01,2022-11-04,Gold
C0979,Karan Gupta,Corporate,R04,2025-08-04,Standard
C0980,Aditya Sharma,Consumer,R05,2024-09-03,Silver
C0981,Ankit Kumar,Consumer,R03,2025-02-02,Silver
C0982,Ananya Malhotra,Consumer,R06,2025-06-05,Gold
C0983,Pooja Malhotra,Consumer,R01,2025-06-24,Silver
C0984,Simran Verma,Consumer,R01,2023-12-01,Silver
C0985,Sneha Gupta,Corporate,R06,2022-03-24,Standard
C0986,Neha Mehta,Small Business,R04,2025-04-24,Standard
C0987,Meera Kapoor,Small Business,R05,2022-09-09,Gold
C0988,Neha Singh,Corporate,R03,2025-10-10,Silver
C0989,Arjun Malhotra,Corporate,R03,2024-03-06,Silver
C0990,Ankit Yadav,Corporate,R06,2024-06-15,Standard
C0991,Aditi Kapoor,Consumer,R06,2022-07-29,Silver
C0992,Arjun Singh,Small Business,R05,2024-03-26,Silver
C0993,Vihaan Kumar,Corporate,R03,2023-09-01,Gold
C0994,Vihaan Yadav,Consumer,R05,2023-03-23,Silver
C0995,Simran Mishra,Consumer,R03,2023-04-05,Gold
C0996,Rohan Mehta,Consumer,R01,2024-08-25,Gold
C0997,Ananya Gupta,Consumer,R07,2023-04-17,Silver
C0998,Riya Joshi,Small Business,R01,2023-01-05,Silver
C0999,Vihaan Kumar,Consumer,R08,2024-06-18,Gold
C1000,Rohan Malhotra,Consumer,R04,2024-07-11,Silver
C1001,Aditya Patel,Small Business,R02,2022-05-17,Gold
C1002,Pooja Verma,Consumer,R05,2023-01-02,Silver
C1003,Riya Yadav,Consumer,R07,2024-06-30,Silver
C1004,Aditya Joshi,Consumer,R06,2022-07-03,Standard
C1005,Sneha Patel,Corporate,R06,2025-08-03,Standard
C1006,Isha Mehta,Small Business,R05,2023-04-17,Platinum
C1007,Aarav Mishra,Consumer,R05,2025-10-30,Silver
C1008,Simran Gupta,Small Business,R07,2023-10-16,Silver
C1009,Priya Patel,Consumer,R03,2024-01-19,Platinum
C1010,Aditi Joshi,Small Business,R04,2023-06-21,Silver
C1011,Aarav Yadav,Corporate,R02,2024-03-12,Silver
C1012,Simran Yadav,Corporate,R08,2025-06-27,Gold
C1013,Vihaan Gupta,Consumer,R08,2024-07-08,Silver
C1014,Kabir Joshi,Small Business,R01,2023-05-25,Standard
C1015,Arjun Kapoor,Corporate,R05,2023-09-22,Standard
C1016,Pooja Kapoor,Consumer,R08,2024-09-28,Standard
C1017,Ankit Singh,Corporate,R02,2025-01-01,Standard
C1018,Ananya Mishra,Consumer,R05,2025-07-29,Silver
C1019,Neha Singh,Small Business,R07,2024-07-04,Standard
C1020,Ananya Gupta,Consumer,R01,2025-10-15,Standard
C1021,Karan Gupta,Corporate,R05,2024-10-30,Standard
C1022,Karan Mehta,Consumer,R03,2025-05-19,Standard
C1023,Kabir Gupta,Consumer,R08,2022-06-01,Silver
C1024,Sneha Malhotra,Consumer,R08,2024-10-25,Gold
C1025,Aditi Sharma,Consumer,R08,2025-05-03,Silver
C1026,Rohan Singh,Consumer,R04,2025-07-30,Standard
C1027,Aditya Kapoor,Consumer,R07,2023-04-09,Standard
C1028,Rahul Mishra,Corporate,R07,2025-02-10,Standard
C1029,Meera Gupta,Consumer,R03,2022-09-28,Silver
C1030,Neha Patel,Consumer,R07,2025-04-01,Standard
C1031,Vivek Kumar,Corporate,R01,2023-04-05,Silver
C1032,Riya Verma,Consumer,R05,2022-04-15,Standard
C1033,Karan Joshi,Small Business,R02,2025-07-29,Gold
C1034,Vihaan Singh,Small Business,R01,2022-06-11,Standard
C1035,Vivek Kapoor,Corporate,R01,2022-12-17,Standard
C1036,Isha Malhotra,Corporate,R05,2023-03-10,Gold
C1037,Neha Singh,Small Business,R03,2024-05-01,Standard
C1038,Riya Mehta,Consumer,R06,2022-05-20,Standard
C1039,Aarav Sharma,Consumer,R01,2025-03-01,Silver
C1040,Meera Malhotra,Consumer,R03,2022-03-28,Silver
C1041,Ananya Patel,Corporate,R04,2022-07-02,Silver
C1042,Neha Verma,Consumer,R06,2023-01-03,Standard
C1043,Isha Malhotra,Corporate,R03,2022-05-09,Standard
C1044,Neha Mehta,Small Business,R05,2025-06-23,Standard
C1045,Rohan Mishra,Small Business,R07,2023-11-01,Standard
C1046,Rahul Mishra,Consumer,R05,2025-11-02,Gold
C1047,Isha Mehta,Consumer,R02,2022-05-29,Silver
C1048,Pooja Sharma,Corporate,R01,2024-09-11,Standard
C1049,Aditi Gupta,Corporate,R07,2024-05-01,Silver
C1050,Rahul Sharma,Consumer,R01,2025-12-27,Standard
C1051,Priya Mishra,Consumer,R07,2023-09-20,Gold
C1052,Kabir Yadav,Small Business,R04,2023-03-22,Standard
C1053,Aarav Mehta,Corporate,R08,2024-06-02,Standard
C1054,Rahul Kapoor,Corporate,R06,2022-10-21,Silver
C1055,Rohan Kumar,Small Business,R08,2025-03-12,Silver
C1056,Aarav Singh,Consumer,R03,2022-09-07,Silver
C1057,Rahul Mishra,Consumer,R06,2024-05-27,Standard
C1058,Kabir Singh,Consumer,R03,2024-08-05,Standard
C1059,Rohan Sharma,Consumer,R04,2024-09-01,Silver
C1060,Rahul Kumar,Consumer,R05,2025-08-18,Standard
C1061,Ankit Kumar,Corporate,R07,2024-11-14,Gold
C1062,Pooja Patel,Corporate,R08,2024-02-28,Standard
C1063,Ankit Sharma,Small Business,R06,2024-09-10,Silver
C1064,Sneha Singh,Consumer,R03,2024-06-07,Silver
C1065,Sneha Kapoor,Corporate,R03,2024-06-08,Standard
C1066,Kabir Gupta,Corporate,R06,2022-03-11,Silver
C1067,Rahul Mishra,Corporate,R02,2023-09-17,Gold
C1068,Riya Singh,Corporate,R01,2024-05-24,Standard
C1069,Aditi Verma,Consumer,R03,2025-02-09,Gold
C1070,Vihaan Singh,Consumer,R03,2025-10-19,Silver
C1071,Karan Kumar,Consumer,R03,2025-08-19,Standard
C1072,Aditya Joshi,Consumer,R02,2023-04-16,Standard
C1073,Vivek Kapoor,Consumer,R01,2022-04-01,Standard
C1074,Neha Joshi,Corporate,R01,2023-06-14,Silver
C1075,Riya Kumar,Small Business,R08,2023-10-23,Gold
C1076,Ananya Verma,Corporate,R03,2024-01-09,Gold
C1077,Ankit Gupta,Corporate,R03,2023-12-27,Platinum
C1078,Rahul Malhotra,Consumer,R05,2024-05-21,Gold
C1079,Arjun Patel,Corporate,R02,2022-07-11,Silver
C1080,Ankit Joshi,Consumer,R08,2025-06-19,Standard
C1081,Isha Patel,Consumer,R06,2022-05-18,Silver
C1082,Meera Kumar,Consumer,R01,2022-12-11,Standard
C1083,Rahul Mehta,Consumer,R03,2025-04-18,Silver
C1084,Rohan Yadav,Consumer,R07,2024-10-05,Standard
C1085,Aditya Mishra,Consumer,R08,2023-05-18,Standard
C1086,Vihaan Verma,Consumer,R04,2022-07-22,Standard
C1087,Isha Mehta,Small Business,R05,2023-07-27,Standard
C1088,Sneha Mishra,Consumer,R02,2022-07-11,Silver
C1089,Neha Kapoor,Consumer,R08,2022-01-05,Standard
C1090,Simran Kapoor,Consumer,R02,2025-06-14,Silver
C1091,Rohan Malhotra,Corporate,R08,2022-11-07,Silver
C1092,Isha Sharma,Consumer,R05,2023-07-03,Silver
C1093,Rahul Malhotra,Consumer,R05,2022-02-25,Standard
C1094,Priya Verma,Consumer,R04,2023-03-19,Standard
C1095,Neha Sharma,Consumer,R02,2025-06-14,Silver
C1096,Aditi Mishra,Consumer,R02,2024-05-19,Silver
C1097,Pooja Mishra,Consumer,R02,2025-05-05,Standard
C1098,Isha Kapoor,Consumer,R02,2023-08-08,Standard
C1099,Rahul Malhotra,Consumer,R06,2024-01-22,Standard
C1100,Riya Sharma,Consumer,R03,2022-12-26,Silver
C1101,Riya Gupta,Corporate,R01,2024-03-29,Standard
C1102,Aditya Singh,Consumer,R08,2022-01-30,Silver
C1103,Rahul Joshi,Consumer,R07,2022-04-18,Gold
C1104,Priya Verma,Consumer,R08,2024-04-23,Standard
C1105,Meera Kumar,Small Business,R08,2023-12-18,Platinum
C1106,Vihaan Sharma,Consumer,R02,2024-06-09,Silver
C1107,Meera Kapoor,Consumer,R03,2024-08-17,Silver
C1108,Kabir Kumar,Corporate,R06,2024-06-11,Silver
C1109,Sneha Yadav,Consumer,R05,2024-01-02,Silver
C1110,Aditi Malhotra,Consumer,R01,2023-08-29,Silver
C1111,Ananya Singh,Consumer,R06,2023-04-02,Standard
C1112,Riya Kapoor,Small Business,R02,2023-09-07,Standard
C1113,Rahul Joshi,Consumer,R02,2023-11-29,Standard
C1114,Neha Singh,Corporate,R04,2023-11-05,Standard
C1115,Arjun Patel,Small Business,R05,2025-06-24,Standard
C1116,Riya Yadav,Consumer,R05,2023-06-27,Standard
C1117,Vivek Gupta,Consumer,R01,2024-05-06,Standard
C1118,Ananya Kumar,Consumer,R07,2024-06-15,Silver
C1119,Vivek Malhotra,Consumer,R03,2022-10-05,Gold
C1120,Riya Kumar,Consumer,R01,2023-07-06,Platinum
C1121,Pooja Kumar,Small Business,R07,2022-04-21,Silver
C1122,Ananya Patel,Corporate,R08,2023-01-20,Silver
C1123,Aarav Verma,Corporate,R07,2024-01-31,Gold
C1124,Ankit Kapoor,Consumer,R06,2025-04-29,Standard
C1125,Vihaan Yadav,Corporate,R05,2023-11-25,Standard
C1126,Ankit Patel,Small Business,R05,2025-12-20,Platinum
C1127,Rohan Mishra,Corporate,R01,2023-02-09,Silver
C1128,Meera Sharma,Consumer,R03,2025-09-20,Silver
C1129,Kabir Kapoor,Corporate,R03,2025-05-17,Standard
C1130,Aarav Patel,Consumer,R03,2022-01-22,Standard
C1131,Simran Verma,Consumer,R06,2023-11-09,Gold
C1132,Sneha Kumar,Consumer,R04,2023-09-03,Silver
C1133,Ankit Malhotra,Corporate,R01,2025-05-16,Standard
C1134,Riya Singh,Corporate,R02,2022-01-08,Standard
C1135,Ankit Mehta,Consumer,R05,2023-12-03,Silver
C1136,Vihaan Kumar,Consumer,R01,2023-06-13,Silver
C1137,Rahul Malhotra,Consumer,R07,2023-08-25,Standard
C1138,Pooja Malhotra,Consumer,R04,2023-10-19,Gold
C1139,Simran Mehta,Consumer,R04,2022-06-15,Standard
C1140,Simran Kumar,Consumer,R05,2024-04-28,Standard
C1141,Kabir Kapoor,Corporate,R07,2023-05-11,Silver
C1142,Neha Kumar,Consumer,R03,2023-08-13,Standard
C1143,Aditi Mishra,Consumer,R05,2023-03-05,Gold
C1144,Ankit Gupta,Consumer,R05,2024-02-13,Silver
C1145,Aarav Kapoor,Small Business,R03,2022-06-12,Gold
C1146,Neha Mehta,Corporate,R07,2023-01-01,Standard
C1147,Rohan Gupta,Corporate,R06,2025-06-16,Standard
C1148,Rahul Singh,Consumer,R05,2022-03-13,Standard
C1149,Priya Sharma,Corporate,R07,2023-10-17,Silver
C1150,Aditya Singh,Consumer,R07,2022-09-26,Silver
C1151,Priya Joshi,Corporate,R05,2023-02-19,Gold
C1152,Ananya Sharma,Small Business,R07,2025-06-22,Silver
C1153,Priya Verma,Corporate,R05,2024-10-12,Gold
C1154,Karan Sharma,Small Business,R05,2023-11-06,Silver
C1155,Aarav Gupta,Corporate,R05,2024-12-19,Standard
C1156,Rohan Mishra,Consumer,R06,2022-01-06,Standard
C1157,Ananya Kapoor,Small Business,R01,2024-09-08,Silver
C1158,Rahul Mehta,Consumer,R07,2023-07-24,Standard
C1159,Kabir Mishra,Consumer,R07,2023-02-11,Standard
C1160,Ankit Yadav,Consumer,R01,2025-05-25,Silver
C1161,Ankit Kapoor,Consumer,R07,2022-01-26,Gold
C1162,Rohan Malhotra,Consumer,R01,2024-10-25,Standard
C1163,Aditya Mishra,Consumer,R03,2024-09-12,Gold
C1164,Kabir Verma,Consumer,R06,2023-01-25,Gold
C1165,Rohan Verma,Consumer,R02,2023-12-11,Silver
C1166,Ankit Kumar,Consumer,R06,2023-07-25,Standard
C1167,Meera Gupta,Consumer,R07,2024-01-24,Standard
C1168,Vihaan Patel,Consumer,R04,2022-05-26,Silver
C1169,Simran Yadav,Consumer,R01,2025-11-12,Silver
C1170,Riya Gupta,Corporate,R03,2024-02-24,Gold
C1171,Neha Singh,Corporate,R05,2025-06-26,Silver
C1172,Riya Verma,Corporate,R08,2023-06-10,Standard
C1173,Aditi Mehta,Corporate,R05,2022-01-13,Standard
C1174,Arjun Malhotra,Consumer,R03,2024-06-21,Silver
C1175,Isha Malhotra,Corporate,R05,2023-01-19,Standard
C1176,Riya Kumar,Consumer,R04,2023-07-10,Standard
C1177,Aditya Mishra,Consumer,R06,2024-06-05,Silver
C1178,Priya Mishra,Corporate,R01,2025-11-23,Standard
C1179,Rahul Kapoor,Consumer,R06,2022-01-19,Standard
C1180,Sneha Verma,Corporate,R05,2023-07-29,Standard
C1181,Priya Singh,Corporate,R08,2024-01-21,Standard
C1182,Rahul Patel,Small Business,R03,2024-09-30,Standard
C1183,Simran Malhotra,Small Business,R05,2023-02-23,Silver
C1184,Vihaan Verma,Consumer,R08,2025-09-22,Gold
C1185,Simran Malhotra,Consumer,R01,2023-02-23,Standard
C1186,Ananya Singh,Corporate,R08,2022-05-02,Gold
C1187,Neha Joshi,Consumer,R05,2023-03-08,Standard
C1188,Rohan Mehta,Corporate,R01,2022-02-13,Silver
C1189,Aditi Gupta,Corporate,R03,2025-09-02,Gold
C1190,Ananya Kumar,Corporate,R05,2023-01-16,Silver
C1191,Aditya Gupta,Consumer,R01,2022-05-25,Gold
C1192,Vihaan Kapoor,Consumer,R05,2025-09-12,Standard
C1193,Rahul Yadav,Consumer,R03,2022-12-29,Standard
C1194,Kabir Singh,Consumer,R05,2024-12-09,Gold
C1195,Riya Yadav,Small Business,R01,2024-12-24,Standard
C1196,Karan Mishra,Consumer,R07,2022-12-21,Standard
C1197,Rohan Mishra,Consumer,R08,2024-03-10,Silver
C1198,Priya Kumar,Consumer,R08,2025-04-02,Gold
C1199,Aditi Verma,Corporate,R06,2025-03-10,Gold
C1200,Kabir Verma,Corporate,R01,2024-04-05,Standard
